1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,0
0,0
0,0
0,0
0,0
0,0
0,1079
0,1079
0,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
0,0
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
0,1079
0,1079
0,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
0,0
0,0
0,0
0,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
0,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,0
1919,1079
1919,1079
1919,1079
1919,0
1919,0
1919,0
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
1919,1079
